title;price;url;location
VW Transporter Kombi 9p Airco 2006 1.9tdi;€ 3.550,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1531985786-vw-transporter-kombi-9p-airco-2006-1-9tdi.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Vlissingen242 km
Volkswagen TRANSPORTER 2.0 TDI, Airco, 3 pers., NW APK;€ 3.949,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543995633-volkswagen-transporter-2-0-tdi-airco-3-pers-nw-apk.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Amsterdam138 km
Volkswagen Transporter 2.5 TDI 340 Lang 3-zitplaatsen;€ 3.445,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543995618-volkswagen-transporter-2-5-tdi-340-lang-3-zitplaatsen.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Druten93 km
Volkswagen Transporter 2.5 TDI 340 4Motion Trendline DC 174;€ 8.275,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543941446-volkswagen-transporter-2-5-tdi-340-4motion-trendline-dc-174.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Galder163 km
Volkswagen Transp. 1.9 TDI Kombi 2009 (9 p) PRIJS EXCL. BTW;€ 6.000,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1511728010-volkswagen-transp-1-9-tdi-kombi-2009-9-p-prijs-excl-btw.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Horn131 km
Volkswagen Transporter 2.0 TDI L1H2 3 zits airco (bj 2010);€ 5.980,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543869552-volkswagen-transporter-2-0-tdi-l1h2-3-zits-airco-bj-2010.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Hoogeveen57 km
Nette Volkswagen Transporter 1.9 TDI bj 2008 Marge nwe Apk.;€ 4.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543854782-nette-volkswagen-transporter-1-9-tdi-bj-2008-marge-nwe-apk.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;De Westereen124 km
VW Transporter T5 GP 2.0 TDI 102pk L1H1 !;€ 4.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543849413-vw-transporter-t5-gp-2-0-tdi-102pk-l1h1.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Surhuisterveen113 km
Volkswagen Transporter 2.5 TDI 96KW DC 2007 dubbele schuifde;€ 7.500,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543813576-volkswagen-transporter-2-5-tdi-96kw-dc-2007-dubbele-schuifde.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Middenmeer139 km
Volkswagen Transporter 1.9 TDI 300 T800 Airco, Cruise, PDC;€ 7.450,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543783643-volkswagen-transporter-1-9-tdi-300-t800-airco-cruise-pdc.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Sint-Michielsgestel121 km
Volkswagen Transporter Bestel 2.5 TDI 128KW 1.0 4M 2006;€ 3.000,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1521912757-volkswagen-transporter-bestel-2-5-tdi-128kw-1-0-4m-2006.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Wieringerwaard150 km
Volkswagen Transporter 2.5 TDI 340 MHD lange uitvoering;€ 3.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543758480-volkswagen-transporter-2-5-tdi-340-mhd-lange-uitvoering.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Zwartebroek92 km
Volkswagen TRANSPORTER 2.5 Tdi / 96kw Dubbel Cabine AIRCO CR;€ 5.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543741536-volkswagen-transporter-2-5-tdi-96kw-dubbel-cabine-airco-cr.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Ruinerwold66 km
Volkswagen Transporter 1.9 TDI 1.0 77KW DC 2005;€ 3.650,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1531725292-volkswagen-transporter-1-9-tdi-1-0-77kw-dc-2005.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Loosdrecht118 km
Volkswagen Transporter 2.5 TDI 340 Budgetline DC Dubbel Cabi;€ 4.799,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1542765481-volkswagen-transporter-2-5-tdi-340-budgetline-dc-dubbel-cabi.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Nijmegen83 km
Volkswagen Transporter DUBBEL CABINE MARGE (bj 2010);€ 6.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543578078-volkswagen-transporter-dubbel-cabine-marge-bj-2010.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Twello51 km
Volkswagen Transporter 1.9 TDI 340 Trendline DC DUBBELCABINE;€ 3.900,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1541551508-volkswagen-transporter-1-9-tdi-340-trendline-dc-dubbelcabine.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Harderwijk84 km
Volkswagen Transporter 1.9 TDI 340 MHD DC Dubbel Cabine Airc;€ 4.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543502210-volkswagen-transporter-1-9-tdi-340-mhd-dc-dubbel-cabine-airc.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Eindhoven129 km
Volkswagen Transporter 2.0 TDI L1H1 T800 DC Budgetline;€ 5.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543483647-volkswagen-transporter-2-0-tdi-l1h1-t800-dc-budgetline.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Zaandam140 km
Volkswagen Transporter 2.5 TDI L2H1 Trendline 130PK Automaat;€ 7.850,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543467548-volkswagen-transporter-2-5-tdi-l2h1-trendline-130pk-automaat.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Barneveld86 km
Volkswagen Transporter 2.0 TDI L2H1 DC Highline;€ 13.495,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543452062-volkswagen-transporter-2-0-tdi-l2h1-dc-highline.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Winsum131 km
Volkswagen Transporter 1.9 TDI Kombi 62KW 2008 Wit;€ 3.500,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1543408404-volkswagen-transporter-1-9-tdi-kombi-62kw-2008-wit.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Drachten108 km
Volkswagen transporter T5 2.5 L2 2008;€ 8.900,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1543377053-volkswagen-transporter-t5-2-5-l2-2008.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Almelo22 km
Transporter bestelbus 2008;€ 3.450,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1531433677-transporter-bestelbus-2008.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Rijkevoort91 km
VOLKSWAGEN TRANSPORTER T5 1.9 TDI KOMBI 9 PERSOONS 2008;€ 5.950,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1531322406-volkswagen-transporter-t5-1-9-tdi-kombi-9-persoons-2008.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Nieuwerkerk aan den IJssel157 km
Volkswagen TRANSPORTER 2.0 TDI DSG 4Motion Caravelle/Highlin;€ 9.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543129781-volkswagen-transporter-2-0-tdi-dsg-4motion-caravelle-highlin.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Apeldoorn60 km
Volkswagen Transporter Kombi 1.9 TDI L1H1 9-persoons Airco C;€ 11.450,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1543124637-volkswagen-transporter-kombi-1-9-tdi-l1h1-9-persoons-airco-c.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Albergen16 km
Volkswagen Transporter Transporter 2007, met airco;€ 8.500,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543066508-volkswagen-transporter-transporter-2007-met-airco.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Rotterdam160 km
Volkswagen TRANSPORTER Kombi 1.9 tdi 300 baseL 9 Persoons bj;€ 4.249,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1543006111-volkswagen-transporter-kombi-1-9-tdi-300-basel-9-persoons-bj.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Tilburg143 km
Volkswagen Transporter 2.0 TDI L2H1 DC Highline;€ 7.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1542995227-volkswagen-transporter-2-0-tdi-l2h1-dc-highline.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Wijk bij Duurstede109 km
Volkswagen Transporter 2.0 TDI L1H1 4Motion Comfortline;€ 9.985,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1540343137-volkswagen-transporter-2-0-tdi-l1h1-4motion-comfortline.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Drachten110 km
Volkswagen Transporter 2.5 TDI AUTOMAAT / CLIMA / NAVIGATIE;€ 4.795,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1508766568-volkswagen-transporter-2-5-tdi-automaat-clima-navigatie.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Leek106 km
VOLKSWAGEN TRANSPORTER 2.5 TDI ambulance t5;€ 8.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1540233227-volkswagen-transporter-2-5-tdi-ambulance-t5.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Vuren128 km
Volkswagen Transporter 2.0 TDI L1H1/140PK/AIRCO/CRUISECONTRO;€ 5.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1540203008-volkswagen-transporter-2-0-tdi-l1h1-140pk-airco-cruisecontro.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Winsum131 km
Volkswagen Transporter 2.5 TDI 96 KW;€ 2.471,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1540156692-volkswagen-transporter-2-5-tdi-96-kw.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Rotterdam169 km
Volkswagen TRANSPORTER TRANSPORTER BESTEL TDI 96 KW;€ 2.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1540058792-volkswagen-transporter-transporter-bestel-tdi-96-kw.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Zaandam141 km
Volkswagen TRANSPORTER verlengd TRANSPORTER;€ 2.599,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1540002836-volkswagen-transporter-verlengd-transporter.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Boekel106 km
Volkswagen Transporter Bestel 2.0 TDI 75KW 2010;€ 6.000,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539917521-volkswagen-transporter-bestel-2-0-tdi-75kw-2010.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Nieuwaal124 km
VOLKSWAGEN TRANSPORTER 1.9 TDI;€ 4.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539816548-volkswagen-transporter-1-9-tdi.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Vuren128 km
Volkswagen Transporter 2.0 TDI L1H1 T800 DC Trendline 6PERS;€ 5.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539809404-volkswagen-transporter-2-0-tdi-l1h1-t800-dc-trendline-6pers.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Dronten83 km
Volkswagen TRANSPORTER 2.5 TDI 174 PK DSG DUBBEL CABINE/ FUL;€ 8.900,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539808924-volkswagen-transporter-2-5-tdi-174-pk-dsg-dubbel-cabine-ful.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Nieuwe Pekela94 km
Volkswagen Transporter 2.0 TDI L2H3 DUBBELE SCHUIFDEUR;€ 6.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539770757-volkswagen-transporter-2-0-tdi-l2h3-dubbele-schuifdeur.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Kampen75 km
Volkswagen Transporter Kombi 2.5 TDI 340 Comf.l.;€ 8.950,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1539685595-volkswagen-transporter-kombi-2-5-tdi-340-comf-l.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Bovensmilde86 km
Volkswagen Transporter Bestel 2.5 TDI 96KW DC 1.0 2006;€ 3.499,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1414576384-volkswagen-transporter-bestel-2-5-tdi-96kw-dc-1-0-2006.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;'s-Gravenhage175 km
Volkswagen Transporter L1H1 1.9 TDI 75kw , airco, Aluca inri;€ 3.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539566388-volkswagen-transporter-l1h1-1-9-tdi-75kw-airco-aluca-inri.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Oldebroek67 km
Volkswagen Transporter 2.5 TDI 300 MHD;€ 8.850,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539507567-volkswagen-transporter-2-5-tdi-300-mhd.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Maasbree113 km
VW Transporter 2.5 TDi 150PK DSG Leer Dubbele cabine;€ 7.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539476565-vw-transporter-2-5-tdi-150pk-dsg-leer-dubbele-cabine.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Velsen-Noord151 km
Volkswagen Transporter Bestel 1.9 TDI AIRCO, 102pk, trekhaak;€ 4.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539451011-volkswagen-transporter-bestel-1-9-tdi-airco-102pk-trekhaak.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Velp65 km
Volkswagen Transporter 2.5 TDI 340 Trend.DC;€ 2.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539449676-volkswagen-transporter-2-5-tdi-340-trend-dc.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Bergschenhoek162 km
Volkswagen Transporter 1.9 TDI 340 NIEUWE APK/LANGE UITVOERI;€ 3.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539431583-volkswagen-transporter-1-9-tdi-340-nieuwe-apk-lange-uitvoeri.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Wormerveer143 km
Volkswagen Transporter 1.9 TDI 300 (bj 2006);€ 2.300,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539421343-volkswagen-transporter-1-9-tdi-300-bj-2006.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Oldebroek67 km
Volkswagen TRANSPORTER 2.5 TDI 340 Budgetline NAP KMS, AIRCO;€ 5.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539407896-volkswagen-transporter-2-5-tdi-340-budgetline-nap-kms-airco.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Assen87 km
Volkswagen Transporter 1.9 TDI L1H1 Airco BTW Vrij Lage Km s;€ 7.995,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539357941-volkswagen-transporter-1-9-tdi-l1h1-airco-btw-vrij-lage-km-s.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Zuidwolde55 km
Volkswagen Transporter Kombi 1.9 TDI 300 Trendl. 130.000 km;€ 5.950,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1539349492-volkswagen-transporter-kombi-1-9-tdi-300-trendl-130-000-km.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Rotterdam159 km
Volkswagen Transporter BESTEL 1.9 TDI 75KW 3 pers Trekhaak;€ 6.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539348498-volkswagen-transporter-bestel-1-9-tdi-75kw-3-pers-trekhaak.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Ridderkerk160 km
Volkswagen Transporter 2006 3-Zits Euro 4 Trekhaak;€ 3.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1528188119-volkswagen-transporter-2006-3-zits-euro-4-trekhaak.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Schijndel119 km
Volkswagen Transporter Bestel t5 2.5 TDI 128KW 2007;€ 7.800,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539268350-volkswagen-transporter-bestel-t5-2-5-tdi-128kw-2007.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Hardenberg41 km
Volkswagen Transporter DC 1.9 TDI 63KW DC 0.8 2006;€ 9.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1497577565-volkswagen-transporter-dc-1-9-tdi-63kw-dc-0-8-2006.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Asten119 km
Volkswagen Transporter Bestel 1.9 TDI 75KW DC 2007;€ 7.000,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539090531-volkswagen-transporter-bestel-1-9-tdi-75kw-dc-2007.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Franeker137 km
Volkswagen Transporter 2.0 TDI L2H1 L2 , H1 radio, bluetooth;€ 4.650,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1539066305-volkswagen-transporter-2-0-tdi-l2h1-l2-h1-radio-bluetooth.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Wormerveer143 km
Volkswagen Transporter 2.0 TDI 2010 Imperiaal Nwe.Apk.;€ 5.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1533297277-volkswagen-transporter-2-0-tdi-2010-imperiaal-nwe-apk.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Drachten108 km
Volkswagen Transporter BESTEL 1.9 TDI 62KW;€ 1.650,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545794344-volkswagen-transporter-bestel-1-9-tdi-62kw.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Baak46 km
SLECHTS 89242 KM VW Transporter L2 H1 2.5 TDI 96KW 2008 APK;€ 7.000,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545669150-slechts-89242-km-vw-transporter-l2-h1-2-5-tdi-96kw-2008-apk.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Leidschendam168 km
VOLKSWAGEN Transporter BESTEL 2.5 TDI 96KW Cruis control Air;€ 3.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545475327-volkswagen-transporter-bestel-2-5-tdi-96kw-cruis-control-air.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Vriezenveen25 km
Volkswagen Transporter Kombi 1.9 TDI 340 LANG L2H2 GEEL KENT;€ 4.950,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1545427754-volkswagen-transporter-kombi-1-9-tdi-340-lang-l2h2-geel-kent.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Ochten96 km
Volkswagen TRANSPORTER Benzine - 3 persoons -Nieuwe APK -;€ 9.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545388227-volkswagen-transporter-benzine-3-persoons-nieuwe-apk.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Zwolle56 km
Volkswagen Transporter Bestel 2.0 D 132KW DC 2010;€ 14.700,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545382866-volkswagen-transporter-bestel-2-0-d-132kw-dc-2010.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;'s-Gravenhage176 km
Volkswagen Transporter T5 Bestel 1.9 D 75KW 2008;€ 3.000,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545212419-volkswagen-transporter-t5-bestel-1-9-d-75kw-2008.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Arkel133 km
Volkswagen Transporter 2.5 TDI. T-Edition;€ 9.350,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1532933000-volkswagen-transporter-2-5-tdi-t-edition.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Tilburg145 km
Volkswagen Transporter 1.9 TDI L2H1 Airco . (bj 2007);€ 4.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545328596-volkswagen-transporter-1-9-tdi-l2h1-airco-bj-2007.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Wekerom78 km
Volkswagen Transporter 2.5 TDI 340 MHD;€ 4.799,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545317030-volkswagen-transporter-2-5-tdi-340-mhd.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Hooge Zwaluwe157 km
Volkswagen Transporter Bestel 2.5 D 128KW AUT 2009 Rolstoel;€ 7.000,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1512642276-volkswagen-transporter-bestel-2-5-d-128kw-aut-2009-rolstoel.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Oudesluis153 km
Volkswagen Caravelle 1.9 Kombi TDI 77KW 2005 Grijs;€ 7.450,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1532839154-volkswagen-caravelle-1-9-kombi-tdi-77kw-2005-grijs.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Mierlo122 km
Volkswagen Transporter Multivan 2.5 TDI Highline;€ 12.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545193630-volkswagen-transporter-multivan-2-5-tdi-highline.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Overberg95 km
Volkswagen Transporter 1.9 TDI Lang Airco Cruisecontrol;€ 2.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545155510-volkswagen-transporter-1-9-tdi-lang-airco-cruisecontrol.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Almere110 km
Volkswagen Transporter T5 dubb. cab. 2006 met wat werk;€ 2.495,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1522826000-volkswagen-transporter-t5-dubb-cab-2006-met-wat-werk.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Weesp124 km
Volkswagen Transporter Bestel 2.5 D 96KW DC 2008;€ 4.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545076291-volkswagen-transporter-bestel-2-5-d-96kw-dc-2008.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Noordeloos135 km
Volkswagen Transporter 1.9 TDI 340 MHD / Lengte 2 / NAP / Ai;€ 4.799,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1545048188-volkswagen-transporter-1-9-tdi-340-mhd-lengte-2-nap-ai.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Roosendaal183 km
Volkswagen Transporter - 1.9 TDI 300 Budgetline DC Grote beu;€ 6.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544927357-volkswagen-transporter-1-9-tdi-300-budgetline-dc-grote-beu.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Numansdorp174 km
Volkswagen Transporter 1.9 TDI Airco Trekhaak Schuifdeur;€ 4.500,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544899862-volkswagen-transporter-1-9-tdi-airco-trekhaak-schuifdeur.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Nieuweroord59 km
Volkswagen Transporter 2.5 TDI 300 Comfortline DC dubbele ca;€ 10.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544778974-volkswagen-transporter-2-5-tdi-300-comfortline-dc-dubbele-ca.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Schaijk101 km
Volkswagen Transporter 2.5 TDI | DC | AIRCO | CRUISE CNTRL |;€ 7.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544775082-volkswagen-transporter-2-5-tdi-dc-airco-cruise-cntrl.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Huissen71 km
Volkswagen Transporter 2.5 TDI 340 4Motion Trendline DC 6/12;€ 6.499,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544773342-volkswagen-transporter-2-5-tdi-340-4motion-trendline-dc-6-12.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Heerhugowaard145 km
Volkswagen Transporter Caravelle 2.0 TDI Lang D.C. Airco 12-;€ 8.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544769751-volkswagen-transporter-caravelle-2-0-tdi-lang-d-c-airco-12.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Leerdam125 km
Volkswagen TRANSPORTER 1.9 TDi Koelwagen Konvekta Koeling AI;€ 3.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544745887-volkswagen-transporter-1-9-tdi-koelwagen-konvekta-koeling-ai.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Vianen123 km
Volkswagen Transporter 2.5 Kombi TDI 2009 Blauw L2;€ 8.250,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1522573441-volkswagen-transporter-2-5-kombi-tdi-2009-blauw-l2.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Barneveld86 km
Volkswagen Transporter 2.0 TDI L1H1 achterdeuren licht metaa;€ 4.500,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544730923-volkswagen-transporter-2-0-tdi-l1h1-achterdeuren-licht-metaa.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Vaassen59 km
Volkswagen Transporter Multivan 2.5 TDI DC Ricon rolstoellif;€ 9.500,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544710047-volkswagen-transporter-multivan-2-5-tdi-dc-ricon-rolstoellif.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Borne8 km
Volkswagen Transporter 1.9 TDI lang apk t/m 12-02-2021;€ 2.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544695281-volkswagen-transporter-1-9-tdi-lang-apk-t-m-12-02-2021.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Westerbork69 km
Volkswagen Transporter Dubbelcabine 2.5 TDI 96KW DC 2007;€ 8.000,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544595773-volkswagen-transporter-dubbelcabine-2-5-tdi-96kw-dc-2007.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Alphen aan den Rijn148 km
