APK tot;Bouwjaar;Brandstof;Carrosserie;Kenteken;Kilometerstand;Kosten p/m;Merk & Model;Motorinhoud;Opties;Prijs;SellersName;Transmissie;Uitvoering;Vermogen;adDate;description;location;saved;url;views;Centrale vergrendeling;USB;Airconditioning;Elektrische ramen;Lichtmetalen velgen;Metallic lak;Trekhaak;Cruise Control;Bluetooth;Radio;ABS;Airbags;Boordcomputer;Schuifdeur;/0;Datum van registratie;Parkeersensor;Alarm;Elektrische buitenspiegels;Topsnelheid;Startonderbreker;Traction-control;Mistlampen;Verwarmde buitenspiegels;Energielabel;Verbruik;Electronic Stability Program (ESP);Bekleding leder;APK;Navigatiesysteem;Climate control;4x4;Parkeerassistent;Parkeercamera;Open dak;Stoelverwarming;Isofix;Stuurwielverwarming;Emergency brake assist;Xenon verlichting;Garantie;Sportpakket;Sportstoelen;Adaptive Cruise Control;Elektrische stoelverstelling;Elektrische achterklep;Adaptieve lichten;Panoramadak;Keyless entry;Spraakbediening;Dodehoekdetectie
18 december 2020;2009;Diesel;Gesloten Wagen;4-VFB-46;321584;;Volkswagen Transporter;2.461 cc;;5950;;Handgeschakeld 6 versnellingen;2.5 TDI 340 AIRCO CRUISE NAVI CAMERA TREKHAAK;131;14 mei '20, 10:01;" Volkswagen Transporter 2.5 TDI 340 AIRCO CRUISE NAVI CAMERA TREKHAAK  Carrosserievorm: Bestelauto Aandrijving: Voorwielaandrijving Aantal cilinders: 5 Ledig gewicht: 1.797 kg Laadvermogen: 1.003 kg GVW: 2.800 kg Max. trekgewicht: 2.500 kg Wielbasis: 340 cm Onderhoudsboekjes: Aanwezig Aantal sleutels: 2 (2 handzenders) BTW/marge: BTW niet verrekenbaar voor ondernemers (margeregeling) Motorrijtuigenbelasting: € 109 per kwartaal  Optiepakketten Comfort-pakket (Achterklep met ruit, Achterruitwisser, Airco, Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor, Halogeen mistlampen) Elektrisch-pakket (Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor) Elektrisch-pakket 2 (Buitenspiegels elektrisch inklapbaar, Buitenspiegels elektrisch verstelbaar, Buitenspiegels in carrosseriekleur, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor) Premium-pakket (Achterklep met ruit, Achterruitwisser, Airco, Armsteun voor, Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Cruise control, Elektrische ramen voor, Halogeen mistlampen, Lendesteunen (verstelbaar), Regensensor, Ruitensproeiers verwarmbaar) Slecht-weer-pakket (Achterruitwisser, Halogeen mistlampen) T-Edition pakket (Airco, Armsteun voor, Binnenspiegel automatisch dimmend, Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Bumpers in carrosseriekleur, Centrale deurvergrendeling met afstandsbediening, Chroom delen exterieur, Cruise control, Elektrische ramen voor, Halogeen mistlampen, Lendesteunen (verstelbaar), Lichtmetalen velgen, Parkeersensor voor en achter, Regensensor, Voorstoelen in hoogte verstelbaar) Trend-pakket 1 (Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor)  Comfort & Interieur Airco Armsteun voor Audio-navigatie full map Binnenspiegel automatisch dimmend Boordcomputer Elektrische ramen voor Lendesteunen (verstelbaar) Stuurbekrachtiging Stuur verstelbaar Voorstoelen in hoogte verstelbaar  Exterieur Achterdeuren met ruiten Achterklep met ruit Achterruitwisser Buitenspiegels elektrisch inklapbaar Buitenspiegels elektrisch verstelbaar Buitenspiegels in carrosseriekleur Buitenspiegels verwarmbaar Bumpers in carrosseriekleur Centrale deurvergrendeling met afstandsbediening Chroom delen exterieur Elektronisch sperdifferentieel Halogeen mistlampen Lichtmetalen velgen Lichtmetalen velgen 16"" Ruitensproeiers verwarmbaar Warmtewerend glas Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Airbag passagier Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Cruise control ESP Parkeersensor voor en achter Regensensor Startblokkering Traction control  Overig Cruise control Elektrische ramen voor Lichtmetalen velgen Navigatie Radio/CD speler Trekhaak   Volkswagen Transporter 2.5 TDI 340 AIRCO CRUISE NAVI CAMERA TREKHAAK  Volkswagen Transporter 2.5 TDI 340 uit 2009. De VW beschikt over cruise control, navigatie en achteruitrij camera. Compleet met 2 sleutels en boekjes.  De prijs is exclusief BTW.  Voor meer informatie kunt u contact opnemen met de volgende gegevens :  06-51153089 dloenen@lavision.nl  Loenen's autobedrijf De Groendijck 20b 3465 JB Driebruggen www.loenensautobedrijf.nl";Waarder;2;https://link.marktplaats.nl/m1550582938;88;true;;true;true;true;;true;true;;true;true;true;true;true;true;01 oktober 2009;true;;true;;true;true;true;true;;;true;;;true;;;;;;;;;;;;;;;;;;;;;
16 maart 2021;2007;Diesel;Gesloten Wagen;77-VFK-6;267051;;Volkswagen Transporter;2.461 cc;;4750;;Automaat 6 versnellingen;2.5 TDI 340;131;14 mei '20, 10:02; Aangeboden:  Een Volkswagen T5 2.5 TDI Lengte 2 + Hoogte 1 Automaat 2007 Antraciet  Km stand: 267051  Airco Airbag Elektrische ramen Central Lock Trekhaak Radio/CD  Inclusief: 5750,- Exclusief: 4750,- ...  Volkswagen Transporter 2.5 TDI 340  Carrosserievorm: Bestelauto Transmissie: Automaat Kleur: Antraciet Aantal cilinders: 5 Ledig gewicht: 1.797 kg Laadvermogen: 1.003 kg GVW: 2.800 kg Wielbasis: 340 cm Tankinhoud: 80 liter BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 109 per kwartaal  Opties en accessoires  ABS Airbags Airconditioning Audio installatie radio cd Centrale deurvergrendeling Elektrische ramen Stuurbekrachtiging Trekhaak   Aangeboden:  Een Volkswagen T5 2.5 TDI Lengte 2 + Hoogte 1 Automaat 2007 Antraciet  Km stand: 267051  Airco Airbag Elektrische ramen Central Lock Trekhaak Radio/CD  Inclusief: 5750,- Exclusief: 4750,-  Garage Rijsenhout Bedrijfswagens Aarbergerweg 2b 1435 CB Rijsenhout 0297-324229  Maandag tot Vrijdag open van 8:30 to 17:00 Zaterdag alleen op afspraak! Belt u even van te voren als u wilt komen kijken  ALTIJD MEER DAN 80 BEDRIJFSWAGENS OP VOORRAAD  Garage Rijsenhout Bedrijfswagens Aarbergerweg 2B 1435CB Rijsenhout Tel: 0297-324229 E-mail: vierkant@quicknet.nl;Rijsenhout;4;https://link.marktplaats.nl/m1550583357;130;true;;true;true;;;true;;;true;true;true;;;true;14 maart 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04 maart 2020;2008;Diesel;Gesloten Wagen;68-VLP-9;141500;;Volkswagen Transporter;2.461 cc;;3950;;Automaat 6 versnellingen;2.5 TDI 340 Budgetline DC | Lang | Automaat | Cruise | Airco | 140.000 KM NAP;131;08 mei '20, 15:54; 2.5 TDI 340 Budgetline DC | Lang | Automaat | Cruise | Airco | 140.000 KM  Volkswagen Transporter 2.5 TDI 340 Budgetline DC | Lang | Automaat | Cruise | Airco | 140.000 KM NAP  Carrosserievorm: Bestelauto Transmissie: 6 versnellingen, Automaat Kleur: Paars Aandrijving: Voorwielaandrijving Aantal cilinders: 5 Ledig gewicht: 1.797 kg Laadvermogen: 1.150 kg GVW: 3.000 kg Wielbasis: 340 cm Aantal zitplaatsen: 3 Onderhoudsboekjes: Aanwezig (dealer onderhouden) Aantal sleutels: 2 (2 handzenders) BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 109 per kwartaal  Comfort & Interieur Airco Boordcomputer Elektrische ramen voor Radio CD-speler Stuurbekrachtiging Stuur verstelbaar  Exterieur Achterklep met ruit Buitenspiegels in carrosseriekleur Elektronisch sperdifferentieel Warmtewerend glas Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Cruise control Parkeersensor achter Startblokkering Traction control   Bus rijdt en schakelt perfect! Slechts 140.000 KM NAP. Rondom beschadigingen  Onze auto's worden standaard voorzien een goede controle beurt en indien nodig een nieuwe APK keuring, Garantie (Nap kilometerstand garantie) Afleverkosten € 99  Bij interesse of eventuele vragen kunt u altijd bellen, i.v.m. de snelle doorstroming van onze occasions graag bellen alvorens u komt! Inruil mogelijk.  Auto Q-burg Splitting 2 9281 KJ Harkema http:/ /www.autoqburg.nl/openingstijden  *Wij zijn lid van de BOVAG *Inruil is mogelijk *Technische controle voor aflevering *Elke voertuig wordt voorzien van een NAP uitdraai (km-garantie) *Elke keuring is mogelijk  Tot ziens bij Auto Q-burg in Harkema !! Al 25 jaar  Auto Q burg Splitting 2 9281KJ HARKEMA Tel: 0512538697 Fax: 0512538969 E-mail: info@autoqburg.nl Wij zijn aangesloten bij de BOVAG;Harkema;20;https://link.marktplaats.nl/m1548215672;598;;;true;true;;;;true;;true;true;;true;true;true;04 maart 2008;true;;;;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15 april 2021;2006;Diesel;Gesloten Wagen;50-BZ-BH;248687;;Volkswagen Transporter;2.461 cc;;6950;;Automaat 6 versnellingen;2.5 TDI 340 Trendline DC L2H1 / 131 pk Automaat / AIRCO / TH / CRUISE;131;14 mei '20, 11:59; Volkswagen Transporter 2.5 TDI 340 Trendline DC L2H1 / 131 pk Automaat / AIRCO / TH / CRUISE  Carrosserievorm: Bestelauto Transmissie: Automaat Kleur: Zwart metallic Aandrijving: Voorwielaandrijving Aantal cilinders: 5 Ledig gewicht: 1.917 kg Laadvermogen: 1.003 kg GVW: 2.800 kg Wielbasis: 340 cm Bekleding: Stof Interieurkleur: Lichtgrijs Aantal zitplaatsen: 5 Aantal sleutels: 3 (1 handzender) BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 115 per kwartaal Optioneel afleverpakket (€ 149): Afleverpakket BASIC: Een nieuwe APK keuring, een aflevercontrole en vloeistofcheck.  Comfort & Interieur Airco Elektrische ramen voor Stuurbekrachtiging Stuur verstelbaar  Exterieur Achterklep met ruit Buitenspiegels elektrisch verstelbaar Buitenspiegels in carrosseriekleur Buitenspiegels verwarmbaar Bumpers in carrosseriekleur Centrale deurvergrendeling met afstandsbediening Elektronisch sperdifferentieel Metallic lak Warmtewerend glas Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Cruise control Parkeersensor achter Startblokkering Traction control  Overig Rubber mat in laadruimte Trekhaak vast   Wij verwachten: een fraaie VW Transporter 2.5 TDI 131pk automaat L2H1 Dubbel Cabine voorzien van Airconditioning, Cruise Control, 5 zitplaatsen, 18 inch velgen, Audio systeem met navigatie, trekhaak, achterklep, een nette laadruimte, extra getint glas achterin en op de achterruit, parkeersensoren achter en nog veel meer.  Onderhoud: de auto is voorzien van een gedeeltelijke historie, rondom uitstekende banden, huidige APK keuring tot april 2021.  Betreft een BTW auto, de aangeboden prijs is exclusief BTW.  Vanaf volgend jaar zakelijk fiscaal vriendelijk (youngtimer regeling) Tevens een interessante auto om privé aan te schaffen maar wel gebruik te maken van de lage wegenbelasting voor ondernemers.  INRUIL MOGELIJK  Bel of mail voor een afspraak voor bezichtiging.  Omdat we u graag goed van dienst willen zijn, scherpe prijzen willen aanbieden en een uitstekende service en kwaliteit willen bieden, zijn we met de start van ons nieuwe bedrijf begonnen op een tijdelijke locatie. Let op: het zakelijke adres van inschrijving wijkt af van ons opslag adres voor de auto's. Gelieve even te bellen, te appen of te mailen voor een afspraak, dan zorgen wij dat alles netjes klaar staat. Medio juni 2020 verwachten we naar ons nieuwe bedrijfspand te verhuizen.  Met vriendelijke groet,  De Automannen / Bouwman & Magito B.V. Sanne Bouwman 06-25027282 Patrick Magito 06-55137948 info@de-automannen.nl www.de-automannen.nl  We zijn RDW erkend, uw auto kan bij ons worden te naam gesteld en uw oude auto gevrijwaard.  De Automannen Bouwman & Magito B.V. Emmalaan 12 4002AD TIEL Tel: 0625027282 E-mail: info@de-automannen.nl;;1;https://link.marktplaats.nl/m1550645772;65;true;;true;true;;true;true;true;;;true;;;true;true;29 mei 2006;true;;true;;true;true;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;
05 oktober 2020;2009;Diesel;Gesloten Wagen;59-VXZ-5;312746;;Volkswagen Transporter;2.460 cc;;6850;;Handgeschakeld 6 versnellingen;Transporter bestel 2.5 TDI 340;131;14 mei '20, 12:02;" zijschuifdeur rechts. Volkswagen Transporter Transporter 2.5 TDI bestel d 96 kw Apk 05-10-2020 Dubbel cabine en verlengde uitvoering Radio navi dubbel dinn 2 sleutels Boekjes Complete...  Volkswagen Transporter Transporter bestel 2.5 TDI 340 Lange uitvoering  Carrosserievorm: Bestelauto Transmissie: 6 versnellingen, Handgeschakeld Modelreeks: 2003 - 2009 Modelcode: T5 Kleur: Black magic pareleffect Aandrijving: Voorwielaandrijving Bandenmaat: 20 Koppel: 340 Nm Aantal cilinders: 5 Ledig gewicht: 1.892 kg Laadvermogen: 908 kg GVW: 2.800 kg Max. trekgewicht: 2.500 kg Lengte/hoogte: L2H1 Breedte: 190 cm Wielbasis: 340 cm Tankinhoud: 80 liter Interieurkleur: Stof ""box"" grijs (dn) Aantal zitplaatsen: 6 Emissieklasse: Euro 4 Technische staat: goed Optische staat: goed BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 115 per kwartaal Inbegrepen afleverpakket: Standaard: RDW-leges. Airconditioning: werkt Storingsmelding: Nee Staat interieur: Goed Bandenset: All-seasonbanden  Opties en accessoires Exterieur zijschuifdeur rechts achterklep met ruit warmtewerend glas  Infotainment boordcomputer  Interieur & Comfort stuurbekrachtiging stuur verstelbaar  Veiligheid alarm klasse 1(startblokkering) Anti Blokkeer Systeem Anti doorSlip Regeling bestuurdersairbag Elektronisch Sper Differentieel  Overige Rookvrij   Volkswagen Transporter Transporter 2.5 TDI bestel d 96 kw Apk 05-10-2020 Dubbel cabine en verlengde uitvoering Radio navi dubbel dinn 2 sleutels Boekjes Complete cilinderkop revisie en verstuivers uitgevoerd Nieuwe koppeling set met massa vliegwiel Onderhoud beurt uitgevoerd Nieuwe set 20"" velgen met Quatrac 5 all season Trekhaak Zeer nette en goede bus waar niet op bezuinigd is   Er kunnen op geen enkele wijze rechten worden ontleend aan, noch aanspraak gemaakt worden op de inhoud van deze website. Alle informatie op deze website is dan ook onder voorbehoud van druk- en typefouten.  Op afspraak geopend.  Auto Lipper VOF Europalaan 27 7543DA Enschede Tel: 0651646024 E-mail: autolipper@gmail.com";Enschede;2;https://link.marktplaats.nl/m1550647433;103;;;;;true;;;;;;true;;true;true;true;05 januari 2009;;true;;;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07 september 2020;2008;Diesel;Gesloten Wagen;13-VVD-6;257000;;Volkswagen Transporter;1.896 cc;;5100;rien;Handgeschakeld 5 versnellingen;BESTEL 1.9 D 75KW DC;102;14 mei '20, 12:11; De auto verkeerd technisch in zeer goede staat, winterbandenset is er bij nieuwe accu, pas onderhoudsbeurt gehad. Geen kapotte stoelen. Verlengde versie. Doe hem weg (niet graag) vanwege aanschaf camper. Heeft enkele deukjes dus buitenkant is minder mooi. Ideaal voor bv een camper te bouwen.;Den Dungen;4;https://link.marktplaats.nl/m1550652564;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29 augustus 2020;2007;Diesel;Gesloten Wagen;68-VDT-9;339024;;Volkswagen Transporter;2.460 cc;;4895;;Handgeschakeld 6 versnellingen;2.5 TDI 300 4Motion MHD;131;14 mei '20, 12:22;" Comfort-pakket, Slecht-weer-pakket, airco, bumpers in carrosseriekleur, CD-wisselaar, cruise control, zijschuifdeur rechts. Uiterst nette bus.  Rijdt en schakelt goed.  Nieuwsgierig? Neem dan contact op...  Volkswagen Transporter 2.5 TDI 300 4Motion MHD AIRCO/ LEDER/ ETC.  Carrosserievorm: Bestelauto Transmissie: 6 versnellingen, Handgeschakeld Modelreeks: 2003 - 2009 Modelcode: T5 Kleur: Black magic pareleffect Koppel: 340 Nm Aantal cilinders: 5 Ledig gewicht: 1.767 kg Laadvermogen: 1.033 kg GVW: 2.800 kg Lengte/hoogte: L1H2 Breedte: 190 cm Wielbasis: 300 cm Tankinhoud: 80 liter Interieurkleur: Stof ""box"" grijs (dn) Aantal zitplaatsen: 3 Emissieklasse: Euro 4 Onderhoudsboekjes: Aanwezig Aantal sleutels: 2 (2 handzenders) BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 109 per kwartaal Inbegrepen afleverpakket: KW BEDRIJFSWAGENS: Meeneemprijs zonder garantie en zonder nieuwe apk.  Opties en accessoires Comfort-pakket (buitenspiegels elektrisch verstel- en verwarmbaar, centrale deurvergrendeling met afstandsbediening, elektrische ramen voor) Slecht-weer-pakket (achterruitwisser, mistlampen voor) airco bumpers in carrosseriekleur CD-wisselaar cruise control zijschuifdeur rechts achterklep met ruit alarm klasse 1(startblokkering) alarmsysteem Anti Blokkeer Systeem Anti doorSlip Regeling bestuurdersairbag boordcomputer buitenspiegels elektr. verstelb. en el. ramen voor dubbele airbag Elektronisch Sper Differentieel Elektronisch Stabiliteits Programma Instructieboekjes aanwezig stuurbekrachtiging stuur verstelbaar Volledige onderhoudshistorie beschikbaar warmtewerend glas   Uiterst nette bus.  Rijdt en schakelt goed.  Nieuwsgierig? Neem dan contact op met ons verkoopteam.  Onze verkopers staan altijd voor u klaar. Daarnaast is een proefrit op afspraak altijd mogelijk.  Om teleurstelling te voorkomen raden wij aan om even te bellen voor komst.  Wij geven graag iedere klant persoonlijke aandacht en plannen daarom nooit meer dan twee proefritten tegelijkertijd.  Tot ziens bij KW-Automotive.  KW-automotive Christiaan Huygensstraat 26 6603BC Wijchen Tel: 024 303 0400 E-mail: info@kw-automotive.nl";Wijchen;2;https://link.marktplaats.nl/m1550658125;107;true;;true;true;;;;true;;;true;true;true;true;true;09 februari 2007;;true;true;;true;true;true;true;;;true;;;;;true;;;;;;;;;;;;;;;;;;;
11 februari 2021;2009;Diesel;Gesloten Wagen;5-VFS-10;176182;;Volkswagen Transporter;1.896 cc;;4950;Mitchel;Handgeschakeld 5 versnellingen;BESTEL 1.9 D 75KW;102;14 mei '20, 12:41; Bij deze wil ik deze Volkswagen transporter aanbieden. De transporter beschikt over de volgende opties:  - Airco - Cruisecontrol - Zschuifdeur aan de bestuurderskant - Tomtom navigatie - Houten afwerking achter - Schuiflade achter - Optische signalering oranje aan de voorkant  De bus is gebruikt en heeft rondom gebruikerschade (hier is ook de prijs op aangepast). Ook werken een aantal opties niet. Hiervan hebben wij een begroting laten maken bij een erkend autobedrijf en hiervan bedragen de kosten 1200,- en 1500,- excl btw. De bovenenoemde prijs is excl schades aan de buitenkant. Onderstaande opties werken niet:  - airco  - cruiscontrol - tankklep gaat niet dicht  Prijs is excl btw  De prijs is gebasseerd op een bus met gebreken . Onzin biedingen wordt niet op gereageerd.;Schinnen;18;https://link.marktplaats.nl/m1550667917;600;true;;true;true;;true;;true;;;;true;true;true;true;;true;;;;;;;true;;;;;;true;;;;;;;;;;;;;;;;;;;;;
24 april 2021;2006;Diesel;Gesloten Wagen;28-BZ-ZX;200612;;Volkswagen Transporter;1.896 cc;;2795;;Handgeschakeld 5 versnellingen;1.9 TDI 300 T800 Stuurbekrachtiging, Trekhaak, Dakventilator;86;01 mei '20, 12:14; Volkswagen Transporter 1.9 TDI 300 T800 Stuurbekrachtiging, Trekhaak, Dakventilator  Carrosserievorm: Bestelauto Transmissie: 5 versnellingen, Handgeschakeld Kleur: Wit Aandrijving: Voorwielaandrijving Aantal cilinders: 4 Ledig gewicht: 1.692 kg Laadvermogen: 908 kg GVW: 2.600 kg Max. trekgewicht: 2.200 kg Wielbasis: 300 cm Bekleding: Stof Interieurkleur: Donkergrijs Aantal sleutels: 1 BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 104 per kwartaal  Comfort & Interieur Stuurbekrachtiging Stuur verstelbaar  Exterieur Achterklep met ruit Elektronisch sperdifferentieel Warmtewerend glas Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Startblokkering Traction control   Volkswagen Transporter 1.9 TDI 300 T800 Stuurbekrachtiging Anti slip control Automatisch sper differentieel Startblokkering Trekhaak Schuifdeur rechts Radio cd Dak ventilator in en uitstroom lucht Distributie riem vvb 163.565 km Km stand 200612 met NAP  inruil mogelijk  Geopend ma t/m za 10 tot 17.00 uur Op dinsdag zijn wij gesloten  Discount Cars Kruisweg 1539c 2142LB CRUQUIUS Tel: 0626442352 E-mail: joh.dewus@gmail.com  Discount Cars Kruisweg 1539 2142LB CRUQUIUS Tel: 0626442352 E-mail: joh.dewus@gmail.com;Cruquius;44;https://link.marktplaats.nl/m1544630968;593;;;;;;;;;;;true;;;true;true;30 oktober 2006;;;;146 km/h;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14 januari 2021;2010;Diesel;Gesloten Wagen;8-VHD-35;155681;;Volkswagen Transporter;1.968 cc;;5445;;Handgeschakeld 5 versnellingen;2.0 TDI L1H2 Airco/3-Zitter/Stuurbekrachtiging/Elektrische Pakket;102;14 mei '20, 14:50; Let op de prijs is exclusief 21% BTW.  Hierbij bieden wij u aan deze in zeer nette staat verkerende Volkswagen Transporter 2.0 TDI. Deze auto verkeerd zowel van binnen als van buiten in zeer nette staat....  Volkswagen Transporter 2.0 TDI L1H2 Airco/3-Zitter/Stuurbekrachtiging/Elektrische Pakket  Algemene gegevens  Tellerstand: 155.681 km Carrosserievorm: Bestelauto Aantal deuren: 4 Brandstofsoort: Diesel Bouwjaar: apr 2010 Transmissie: Handgeschakeld Kleur: Wit Onderhoudsboekjes: Aanwezig (dealer onderhouden)  Technische gegevens  Motorinhoud: 1.968 cc Aantal cilinders: 4 Vermogen: 75 kW (102 PK) Topsnelheid: 152 km/u Acceleratie (0-100): 15,4 s Wielbasis: 300 cm Ledig gewicht: 1.662 kg Laadvermogen: 1.138 kg GVW: 2.800 kg Max. trekgewicht: 2.200 kg  Functionaliteit  Aantal zitplaatsen: 3 Lengte/hoogte: L1H2  Financiële gegevens  Motorrijtuigenbelasting: € 104 per kwartaal BTW/Marge: excl. BTW Oorspronkelijke cataloguswaarde: € 37.595  Exterieur Achterdeuren met ruiten Achterklep Buitenspiegels elektrisch verstel- en verwarmbaar Elektronisch Sper Differentieel Trekhaak Zijschuifdeur rechts  Interieur 2 zitplaatsen rechtsvoor Airco Boordcomputer Elektrische ramen voor  Veiligheid Airbag bestuurder Airbag passagier Alarm klasse 1(startblokkering) Anti Blokkeer Systeem Anti doorSlip Regeling Elektronisch Stabiliteits Programma   Let op de prijs is exclusief 21% BTW.  Hierbij bieden wij u aan deze in zeer nette staat verkerende Volkswagen Transporter 2.0 TDI. Deze auto verkeerd zowel van binnen als van buiten in zeer nette staat. Hierbij de originele optielijst vanaf fabriek:  1968ccm 75kw 2-lagen uni 205/65 r16c 8pr Achterdeuren m ruit Airbag links/rechts Airconditioning voor Bekleding stof Bu-spiegel asferisch Buitenspiegel el Centr vergrendeling Dubbele bank v Dynamo 140a mistlampen Reserve-wiel staal Ruitmech elektr Schuifdeur r Stabiliteitsprogr Uitlaatgasnorm euro5 Va 02/2010 Velgen 6,5 j x 16 Wielbasis 3000mm Wisselbak 5-vers  Neem contact op voor meer informatie!  Let op in verband met het corona virus worden er bij ons enkele maatregelen genomen:  * onze koopavond op donderdag avond wordt geschrapt tot nadere orde. * Wij gaan op iedere zaterdag open van 10.00 tot en met 17.00 * Als u één van onze auto's wil bezichtigen vragen wij u een afspraak te maken en niet meer onverwacht binnen te komen. * Wij zijn dagelijks nog steeds gewoon geopend!    De prijs voor deze auto is inclusief een geldige APK. De auto wordt op uw naam overgeschreven en tevens wordt de auto altijd afgeleverd met een vloeistof inspectie. Onderhoud en garantiepakketten bieden wij u graag tegen meerprijs aan. Wij rekenen € 100,00 afleverkosten, deze kosten zitten al verwerkt in de prijs van de auto.  Autobedrijf Rene Sypersma BV is een dynamisch BOSCH CARSERVICE en BOVAG autobedrijf. Prima service, correct, plezierig en deskundig geadviseerd worden is ons motto. Wij hanteren zeer scherpe prijzen en zijn aangesloten bij de NATIONALE AUTOPAS. Kom, kijk vergelijk en u slaagt bij Autobedrijf René Sypersma. Kijk voor een complete fotoreportage: WWW.RENESYPERSMA.NL Inruil van uw huidige auto is altijd mogelijk of uw boot, motor, caravan, scooter of camper. Bent u niet in staat gedurende openingstijden langs te komen, dan kunt u ook een afspraak maken om 's avonds langs te komen. Uiteraard is deze auto ook te financieren. Bel voor meer informatie naar: 0512-510305.  Autobedrijf René Sypersma BV De Hemmen 27 9206 AG Drachten 0512-510305  .;Drachten;2;https://link.marktplaats.nl/m1550733964;128;;;true;true;;;true;;;;true;true;true;true;true;20 april 2010;;true;true;;true;true;;true;;13,89 km/l;true;;;;;;;;;;;;;;;;;;;;;;;;
